trial,has_wave,has_rotation,final_energy,max_amplitude
81,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04146570712327957,0.23774917423725128
82,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.05048692971467972,0.22476616501808167
83,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03708772733807564,0.21048617362976074
84,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.034747641533613205,0.2610588073730469
85,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02834809012711048,0.3042183518409729
86,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.025281472131609917,0.1600101739168167
87,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.040779855102300644,0.22263136506080627
88,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04668448865413666,0.2182093858718872
89,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04475640505552292,0.245243102312088
90,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.041854292154312134,0.24793756008148193
91,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.040947847068309784,0.21858468651771545
92,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0284157395362854,0.20927178859710693
93,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03723176568746567,0.19271323084831238
94,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03144568204879761,0.17926540970802307
95,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03761844336986542,0.24426279962062836
96,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.036435797810554504,0.30301710963249207
97,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04119759052991867,0.2226172536611557
98,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03295276314020157,0.39988306164741516
99,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.023145319893956184,0.21635042130947113
100,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03743548318743706,0.2910686135292053
101,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03711983561515808,0.28088733553886414
102,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.038590312004089355,0.20615997910499573
103,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0324125811457634,0.31668275594711304
104,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03427883982658386,0.24972377717494965
105,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.039408065378665924,0.22753439843654633
106,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03001226857304573,0.2471630871295929
107,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03493241220712662,0.25848934054374695
