perturbation_strength,rotation_angle,recovery_pct,normalized_recovery,rotation_quality,circularity,final_distance,initial_distance
0.1,180.0,0.0,0.698246039078385,0.7411200072297583,0.0,0.4904750205504785,1.6254136948276428
0.1,180.0,0.0,0.644688650721467,0.7278356288091806,0.0,0.4889421859206596,1.3760950414712805
0.1,0.0,0.0,0.6974597695296513,0.725970959842358,0.0,0.45307742212290114,1.4975774343085462
0.1,180.0,0.0,0.7013146741828866,0.7118749506005324,0.0,0.49697344731996074,1.6638696459572986
0.1,0.0,0.0,0.732933547039657,0.7410305324788049,0.0,0.38618883954738853,1.4460402467873192
0.1,0.0,0.0,0.6667499648623975,0.7579804405431093,0.0,0.47500386383330573,1.4253677831936955
0.1,0.0,0.0,0.685298916800635,0.762197593184774,0.0,0.46579105458996195,1.4801062959636546
0.1,180.0,0.0,0.7272604696932554,0.693263884322054,0.0,0.4353160130132556,1.5960869791176386
0.1,0.0,0.0,0.7119568449216167,0.7419558315281094,0.0,0.4614161549271098,1.6018993917822753
0.1,180.0,0.0,0.6723270938546531,0.7540597970179109,0.0,0.4432930934055304,1.3528524485600815
0.1,180.0,0.0,0.6569842688432955,0.7107167525261087,0.0,0.4643148895306294,1.3536256426633395
0.1,0.0,0.0,0.6897573775189723,0.7329817067648816,0.0,0.43890995650744796,1.4147313254299498
0.1,180.0,0.0,0.6285481694188885,0.7183528401146779,0.0,0.48584330473128373,1.3079577612289983
0.1,0.0,0.0,0.73815656727578,0.7412565397413963,0.0,0.4362411468592551,1.6660381447057913
0.1,180.0,0.0,0.7169342156240879,0.7279434807549261,0.0,0.4433737825051303,1.5663277124172972
0.1,180.0,0.0,0.6810195301040093,0.7159456091701348,0.0,0.4659410935745861,1.4607198168794298
0.1,0.0,0.0,0.6497365422288869,0.7151002480831088,0.0,0.5244198390678986,1.4972153886820574
0.1,180.0,0.0,0.6951495406458416,0.7384883447758195,0.0,0.4436278132091348,1.4552309160005317
0.1,180.0,0.0,0.7085859045412908,0.7677700901976849,0.0,0.4609078554673192,1.5816251260660987
0.1,180.0,0.0,0.6592764138052825,0.7213484922493631,0.0,0.5225580289174895,1.5336714277797507
