trial,wave_type,rotation_angle,has_wave,wave_speed,n_nodes,n_modes,timesteps
0,0,18206.5390625,False,0.0,4900,800,5000
1,1,0.0,False,0.0,4900,800,5000
2,2,15260.6337890625,False,0.0,4900,800,5000
3,3,15838.6318359375,True,3.649479389190674,4900,800,5000
4,0,20479.001953125,False,0.0,4900,800,5000
5,1,0.0,False,0.0,4900,800,5000
6,2,19812.21484375,False,0.0,4900,800,5000
7,3,17754.943359375,True,3.649479389190674,4900,800,5000
8,0,19468.720703125,False,0.0,4900,800,5000
9,1,20374.03125,False,0.0,4900,800,5000
10,2,15567.9072265625,False,0.0,4900,800,5000
11,3,18253.140625,True,3.649479389190674,4900,800,5000
12,0,19550.79296875,False,0.0,4900,800,5000
13,1,0.0,False,0.0,4900,800,5000
14,2,21040.158203125,False,0.0,4900,800,5000
15,3,14290.7333984375,True,3.649479389190674,4900,800,5000
16,0,18414.734375,False,0.0,4900,800,5000
17,1,0.0,False,0.0,4900,800,5000
18,2,17926.33984375,False,0.0,4900,800,5000
19,3,19775.10546875,True,3.649479389190674,4900,800,5000
20,0,20850.638671875,False,0.0,4900,800,5000
21,1,0.0,False,0.0,4900,800,5000
22,2,19397.185546875,False,0.0,4900,800,5000
23,3,21393.451171875,True,3.649479389190674,4900,800,5000
24,0,17766.935546875,False,0.0,4900,800,5000
25,1,23105.431640625,False,0.0,4900,800,5000
26,2,17227.537109375,False,0.0,4900,800,5000
27,3,12935.8095703125,True,3.649479389190674,4900,800,5000
28,0,14543.0361328125,False,0.0,4900,800,5000
29,1,0.0,False,0.0,4900,800,5000
30,2,18684.939453125,False,0.0,4900,800,5000
31,3,12140.0576171875,True,3.649479389190674,4900,800,5000
32,0,21931.861328125,False,0.0,4900,800,5000
33,1,14167.826171875,False,0.0,4900,800,5000
34,2,19266.240234375,False,0.0,4900,800,5000
35,3,12597.22265625,True,3.649479389190674,4900,800,5000
36,0,10947.427734375,False,0.0,4900,800,5000
37,1,13947.103515625,False,0.0,4900,800,5000
38,2,20523.99609375,False,0.0,4900,800,5000
39,3,15060.6669921875,True,3.649479389190674,4900,800,5000
40,0,17512.21484375,False,0.0,4900,800,5000
41,1,20545.611328125,False,0.0,4900,800,5000
42,2,12834.7880859375,False,0.0,4900,800,5000
43,3,14881.2568359375,True,3.649479389190674,4900,800,5000
44,0,19893.703125,False,0.0,4900,800,5000
45,1,13989.4677734375,False,0.0,4900,800,5000
46,2,20548.54296875,False,0.0,4900,800,5000
47,3,19429.91015625,True,3.649479389190674,4900,800,5000
48,0,14719.693359375,False,0.0,4900,800,5000
49,1,0.0,False,0.0,4900,800,5000
50,2,18384.876953125,False,0.0,4900,800,5000
51,3,12857.95703125,True,3.649479389190674,4900,800,5000
52,0,13964.5224609375,False,0.0,4900,800,5000
53,1,18455.412109375,False,0.0,4900,800,5000
54,2,17223.197265625,False,0.0,4900,800,5000
55,3,17384.8984375,True,3.649479389190674,4900,800,5000
56,0,18238.470703125,False,0.0,4900,800,5000
57,1,0.0,False,0.0,4900,800,5000
58,2,15057.4208984375,False,0.0,4900,800,5000
59,3,23380.537109375,True,3.649479389190674,4900,800,5000
60,0,16298.2763671875,False,0.0,4900,800,5000
61,1,0.0,False,0.0,4900,800,5000
62,2,17868.498046875,False,0.0,4900,800,5000
63,3,20219.724609375,True,3.649479389190674,4900,800,5000
64,0,14523.064453125,False,0.0,4900,800,5000
65,1,0.0,False,0.0,4900,800,5000
66,2,15803.3193359375,False,0.0,4900,800,5000
67,3,14280.6708984375,True,3.649479389190674,4900,800,5000
68,0,20622.00390625,False,0.0,4900,800,5000
69,1,0.0,False,0.0,4900,800,5000
70,2,19079.310546875,False,0.0,4900,800,5000
71,3,20903.87890625,True,3.649479389190674,4900,800,5000
72,0,13343.912109375,False,0.0,4900,800,5000
73,1,0.0,False,0.0,4900,800,5000
74,2,12358.109375,False,0.0,4900,800,5000
75,3,14150.8876953125,True,3.649479389190674,4900,800,5000
76,0,20225.228515625,False,0.0,4900,800,5000
77,1,0.0,False,0.0,4900,800,5000
78,2,20403.619140625,False,0.0,4900,800,5000
79,3,18064.98828125,True,3.649479389190674,4900,800,5000
80,0,14302.7255859375,False,0.0,4900,800,5000
81,1,0.0,False,0.0,4900,800,5000
82,2,19760.533203125,False,0.0,4900,800,5000
83,3,18789.58203125,True,3.649479389190674,4900,800,5000
84,0,19273.626953125,False,0.0,4900,800,5000
85,1,0.0,False,0.0,4900,800,5000
86,2,15548.4111328125,False,0.0,4900,800,5000
87,3,14293.654296875,True,3.649479389190674,4900,800,5000
88,0,18424.9375,False,0.0,4900,800,5000
89,1,0.0,False,0.0,4900,800,5000
90,2,14919.32421875,False,0.0,4900,800,5000
91,3,15029.90625,True,3.649479389190674,4900,800,5000
92,0,14413.6337890625,False,0.0,4900,800,5000
93,1,0.0,False,0.0,4900,800,5000
94,2,22901.28515625,False,0.0,4900,800,5000
95,3,20239.2578125,True,3.649479389190674,4900,800,5000
96,0,14484.7919921875,False,0.0,4900,800,5000
97,1,0.0,False,0.0,4900,800,5000
98,2,12068.2734375,False,0.0,4900,800,5000
99,3,15018.0234375,True,3.649479389190674,4900,800,5000
100,0,15274.90625,False,0.0,4900,800,5000
101,1,0.0,False,0.0,4900,800,5000
102,2,14145.673828125,False,0.0,4900,800,5000
103,3,14985.4365234375,True,3.649479389190674,4900,800,5000
104,0,15736.1650390625,False,0.0,4900,800,5000
105,1,0.0,False,0.0,4900,800,5000
106,2,17610.443359375,False,0.0,4900,800,5000
107,3,15176.443359375,True,3.649479389190674,4900,800,5000
108,0,13654.130859375,False,0.0,4900,800,5000
109,1,0.0,False,0.0,4900,800,5000
110,2,12913.5673828125,False,0.0,4900,800,5000
111,3,15262.8701171875,True,3.649479389190674,4900,800,5000
112,0,12296.9638671875,False,0.0,4900,800,5000
113,1,15841.748046875,False,0.0,4900,800,5000
114,2,18071.1796875,False,0.0,4900,800,5000
115,3,15796.5205078125,True,3.649479389190674,4900,800,5000
116,0,11927.1474609375,False,0.0,4900,800,5000
117,1,16934.294921875,False,0.0,4900,800,5000
118,2,19683.95703125,False,0.0,4900,800,5000
119,3,18535.49609375,True,3.649479389190674,4900,800,5000
120,0,17571.818359375,False,0.0,4900,800,5000
121,1,0.0,False,0.0,4900,800,5000
122,2,14364.1279296875,False,0.0,4900,800,5000
123,3,14340.8896484375,True,3.649479389190674,4900,800,5000
124,0,17637.4921875,False,0.0,4900,800,5000
125,1,0.0,False,0.0,4900,800,5000
126,2,18391.455078125,False,0.0,4900,800,5000
127,3,16210.4970703125,True,3.649479389190674,4900,800,5000
128,0,19137.98046875,False,0.0,4900,800,5000
129,1,0.0,False,0.0,4900,800,5000
130,2,18667.9375,False,0.0,4900,800,5000
