perturbation_strength,rotation_angle,recovery_pct,rotation_quality,circularity,final_distance
0.3666666666666667,180.0,0.0,0.503169754692032,0.0,0.30048887418115416
0.4111111111111111,180.0,0.0,0.5448708605782449,0.0,0.31361289073113324
0.4111111111111111,180.0,0.0,0.4177963990349586,0.0,0.31922175655389895
0.4111111111111111,180.0,0.0,0.5857229987365276,0.0,0.259599758039537
0.4111111111111111,180.0,0.0,0.54910536061757,0.0,0.26052887071652603
0.4111111111111111,180.0,0.0,0.4552426777452335,0.0,0.27360248201179915
0.4111111111111111,180.0,0.0,0.4876957477391918,0.0,0.2950956367128443
0.4111111111111111,180.0,0.0,0.5064442552860338,0.0,0.24845323696430394
0.4111111111111111,180.0,0.0,0.5212021986033317,0.0,0.26997500533025576
0.4111111111111111,180.0,0.0,0.6491778271460329,0.0,0.24796596000048793
0.4111111111111111,180.0,0.0,0.5062998137733444,0.0,0.2935213517588255
0.4111111111111111,180.0,0.0,0.5863188450127357,0.0,0.28154146045006784
0.4111111111111111,180.0,0.0,0.5906343047828188,0.0,0.301335663825577
0.4111111111111111,180.0,0.0,0.6237665112569097,0.0,0.2942050200490836
0.4111111111111111,180.0,0.0,0.5983233076859653,0.0,0.30632993956098636
0.4111111111111111,180.0,0.0,0.63500826472664,0.0,0.29253480309350677
0.4111111111111111,180.0,0.0,0.6033690180185294,0.0,0.3205379938798878
0.4111111111111111,180.0,0.0,0.5886156322144922,0.0,0.3024849423659188
0.4111111111111111,180.0,0.0,0.49363062678557357,0.0,0.2613054888867991
0.4111111111111111,180.0,0.0,0.4407625463676449,0.0,0.2390903329280379
0.4111111111111111,180.0,0.0,0.6672812050104342,0.0,0.29521622123679275
0.4555555555555556,180.0,0.0,0.6427162761626499,0.0,0.2691591460323642
0.4555555555555556,180.0,0.0,0.44193081580610205,0.0,0.2732481136808732
0.4555555555555556,180.0,0.0,0.6421432281459729,0.0,0.24017303710021218
0.4555555555555556,0.0,0.0,0.36003248258215736,0.0,0.2942315105496525
0.4555555555555556,0.0,0.0,0.562834009097503,0.0,0.2737735251177271
0.4555555555555556,180.0,0.0,0.5843546751106377,0.0,0.24185413898113692
0.4555555555555556,180.0,0.0,0.44133535706576443,0.0,0.2814328790668372
0.4555555555555556,0.0,0.0,0.5508180096746352,0.0,0.2513309267273518
0.4555555555555556,0.0,0.0,0.5827399461585929,0.0,0.32392362024257476
0.4555555555555556,180.0,0.0,0.5890454600723747,0.0,0.28614236377572483
0.4555555555555556,180.0,0.0,0.5339551045452227,0.0,0.25135636901300284
0.4555555555555556,180.0,0.0,0.6373594810785836,0.0,0.27002713469685424
0.4555555555555556,180.0,0.0,0.5572294174364267,0.0,0.28273399165231583
0.4555555555555556,180.0,0.0,0.5333598274743327,0.0,0.2905215970490482
0.4555555555555556,180.0,0.0,0.4427273446469264,0.0,0.25210558951730216
0.4555555555555556,180.0,0.0,0.5959771254203501,0.0,0.27314423268798693
0.4555555555555556,180.0,0.0,0.5279428182270895,0.0,0.2573584514793891
0.4555555555555556,180.0,0.0,0.2504699505627471,0.0,0.29988436938188223
0.4555555555555556,180.0,0.0,0.5814820220676827,0.0,0.28369694705925097
0.4555555555555556,180.0,0.0,0.6250321060668211,0.0,0.2861019584205516
0.5,180.0,0.0,0.5577239303062722,0.0,0.28234451653714093
0.5,180.0,0.0,0.5018223962908902,0.0,0.3170076600481081
0.5,180.0,0.0,0.6566612891902008,0.0,0.2856337074305482
0.5,180.0,0.0,0.5384416054478978,0.0,0.2612763408412534
0.5,0.0,0.0,0.5799669660723921,0.0,0.27334570494972144
0.5,180.0,0.0,0.5551439847065688,0.0,0.2907581326417599
0.5,180.0,0.0,0.4541383046772619,0.0,0.3052552331518111
0.5,180.0,0.0,0.4075281576738983,0.0,0.2551372283194782
0.5,180.0,0.0,0.6775902934091791,0.0,0.2672941907121079
0.5,180.0,0.0,0.46931700553423894,0.0,0.3106941827575824
0.5,180.0,0.0,0.6421815917758567,0.0,0.28365205401700394
0.5,180.0,0.0,0.26167070069389664,0.0,0.3229741911992995
0.5,180.0,0.0,0.6275431524097768,0.0,0.2634152325381194
0.5,180.0,0.0,0.41766427189766875,0.0,0.29128382145654236
0.5,180.0,0.0,0.3384625851415919,0.0,0.24489808251524078
0.5,180.0,0.0,0.47114694857538364,0.0,0.29112698695911904
0.5,180.0,0.0,0.49027130513576866,0.0,0.28844480594466027
0.5,180.0,0.0,0.6597410220325227,0.0,0.31717740709395287
0.5,180.0,0.0,0.5338004076327623,0.0,0.2537957314571667
0.5,180.0,0.0,0.3376813286605195,0.0,0.25505517943127565
