perturbation_level,trial,time,H_mode,PR,R,S_dot,kappa,C
0.5,15,197,0.8865134632100236,0.47588135075305643,0.05971983586841362,0.9997628163337148,0.6983776280473766,0.624051018842517
0.5,15,198,0.8768259216970298,0.4451076031556812,0.07705988694414231,0.9996729604751675,0.7148827402012955,0.6227098224946632
0.5,15,199,0.8696766282678408,0.4306390099083515,0.027789590185277366,0.9996559847426132,0.6843767465497784,0.6024275919307723
0.5,16,0,0.8280116825008315,0.3428196958941506,0.12605977979224822,0.9956868092048032,0.7086121269447248,0.6002380188673517
0.5,16,1,0.8711684066553143,0.4346234556699487,0.06349325084672489,0.9999922817634441,0.7116434925633096,0.6161841774997484
0.5,16,2,0.8643425167818198,0.42701100834223005,0.11977090028244475,0.9998979949707887,0.6965880396327266,0.621522092002002
0.5,16,3,0.8535269902186967,0.3929114831743173,0.07026426640861011,0.9994572959611436,0.7093790793013769,0.605107823012829
0.5,16,4,0.8735731535908804,0.44975684510840813,0.008765242614987708,0.9945942200090024,0.7388790189575847,0.6131136960561727
0.5,16,5,0.8639545600516909,0.41832828919044956,0.05552349402121699,0.9998577963987728,0.7170228324908895,0.610937394430604
0.5,16,6,0.8503172604726276,0.39239406361501866,0.1915456517040284,0.9910846188177824,0.6957496790600428,0.6242182547339
0.5,16,7,0.8707462293935476,0.4486971942533974,0.07360956284702522,0.9965326214088537,0.7112301356609906,0.6201631487127629
0.5,16,8,0.885998592566651,0.47472399800981585,0.18121901550106823,0.9970739690506182,0.7071946189529416,0.649242038816219
0.5,16,9,0.8659457116886333,0.42854257366237747,0.07329432019131966,0.997800669627995,0.7309665741702258,0.6193099698681103
0.5,16,10,0.8816577704556033,0.4640594359474977,0.16004775686260767,0.9996806811424408,0.7026447549798037,0.6416180798775907
0.5,16,11,0.8766037265651839,0.4507085689555767,0.018566731508161752,0.9995654096359756,0.713483451196085,0.6117855775721966
0.5,16,12,0.8724017365600177,0.4309547353005042,0.05683649486244137,0.999734168642625,0.7234469628376671,0.6166748196406511
0.5,16,13,0.8833418108872727,0.468559719697367,0.09749568354399242,0.9994293072355418,0.713204845555507,0.6324062733839362
0.5,16,14,0.872990767912833,0.4447512035145846,0.009814658086220401,0.9995919680092793,0.7062987945313666,0.6066894784108569
0.5,16,15,0.8759521629080506,0.44818761531879386,0.2093582268511595,0.9997686934281049,0.7028242087162813,0.6472181814444781
0.5,16,16,0.891025080227039,0.4798265641516478,0.11396085847038481,0.9994111216523949,0.7038757220991632,0.6376198693201259
0.5,16,17,0.8866443495639534,0.45905828884022704,0.08789077056845035,0.9989731922020271,0.7038197212600124,0.6272772644869341
0.5,16,18,0.8868838809420685,0.47297199987364796,0.1374153397693286,0.9954336381702138,0.7140588021541973,0.6413527321818913
0.5,16,19,0.8736566087728237,0.4360145807247546,0.07360857829633397,0.9998395587709037,0.719121098354094,0.620448084983782
0.5,16,20,0.8920556482331577,0.4842513804547838,0.07732704438038163,0.9998630144942744,0.7001873990272124,0.630736897317962
0.5,16,21,0.8801629672108833,0.4471218202584078,0.1351822021723054,0.9998740546785236,0.6908274565034878,0.6306337001647215
0.5,16,22,0.8865890735375307,0.4848704987077149,0.18803768708860263,0.9998580431350756,0.7056157969074657,0.652994219875278
0.5,16,23,0.875720310383683,0.4411294237934765,0.0773439701613103,0.9998328274978943,0.7300308538685394,0.6248114771409807
0.5,16,24,0.8822972611075651,0.4630889738581495,0.06400953575125214,0.9999490929862478,0.7107862486285667,0.6240262224663563
0.5,16,25,0.892193343821158,0.49219892739279475,0.05652789819135564,0.9997506863588885,0.7112255124262562,0.6303792736380907
0.5,16,26,0.8541244721428988,0.39063902301567643,0.028666292581335722,0.9949468397529995,0.7420833230777756,0.6020919901141372
0.5,16,27,0.8583230468162086,0.40918729330582876,0.041485455723163,0.9990900558989566,0.710932787952637,0.6038037279393589
0.5,16,28,0.8854968270960534,0.4814031283740852,0.06239862225035063,0.9993843926028849,0.7188719225353611,0.6295109785717471
0.5,16,29,0.8846633796854229,0.46266650660026803,0.1564206581856005,0.9999278712917088,0.7118458918431319,0.6431048615212264
0.5,16,30,0.8838779785459708,0.4644594146957655,0.1003694889090021,0.9991180344451678,0.7101507543631963,0.6315951341918205
0.5,16,31,0.8822548532250856,0.4720427035495771,0.15095058899299116,0.9976137993848091,0.7357948594982852,0.6477313609301498
0.5,16,32,0.8827330307742008,0.46814892973940725,0.12124507144809313,0.9989069030916289,0.7117965542369693,0.63656609785806
0.5,16,33,0.8874911347398796,0.4762682248889252,0.02001560328543402,0.9998530673334336,0.7067697751493548,0.6180795610794054
0.5,16,34,0.8903675903761008,0.46464081686521297,0.09365669382455559,0.9999549683659537,0.7323601790686206,0.6361960497000887
0.5,16,35,0.881199621801767,0.4593199176391994,0.12624962626107403,0.997936331601902,0.6866107856722126,0.630263256595231
0.5,16,36,0.8796236526038981,0.4526302866981947,0.0658252007288021,0.9978503871570275,0.6950922077632371,0.6182043469902319
0.5,16,37,0.8801621508261342,0.43639427368360884,0.10964704689980175,0.9990818934512278,0.7060044406572934,0.6262579611036132
0.5,16,38,0.8806469633154254,0.45913772861938507,0.088841903557254,0.9996770935308545,0.7339606158029806,0.6324528609651799
0.5,16,39,0.8707491768141401,0.4427738152399649,0.06132114714126779,0.9990299979578134,0.7279199596333907,0.6203588193573154
0.5,16,40,0.8676458843676446,0.42311269958385367,0.1441661947475565,0.9849499902956008,0.7140556264883205,0.6267860790965953
0.5,16,41,0.8953558070327307,0.5024099590814954,0.19440814892023384,0.998812374526715,0.6964290478393402,0.6574830674801031
0.5,16,42,0.8721171516090638,0.4404394315816604,0.11771150590985055,0.9993236116809914,0.7247612417401681,0.6308705885043469
0.5,16,43,0.884916695271567,0.46907616316011824,0.04866704386503253,0.9999130212717859,0.6793023951693911,0.6163750637475789
0.5,16,44,0.8938986146148358,0.4969759831545191,0.11266094478346361,0.9999879483601053,0.7139680621242066,0.6434983106074261
0.5,16,45,0.8687355806990452,0.4244382276543896,0.0884048664265813,0.9996866912165806,0.7035638855416687,0.6169658503076532
0.5,16,46,0.8783506236372349,0.4551745398832249,0.10000472758215961,0.9991332699231741,0.7219208516744359,0.6309168025400459
0.5,16,47,0.8891681609257865,0.48855235796071095,0.06319196558243123,0.9996679961235525,0.7156444743855411,0.6312449909956045
0.5,16,48,0.8734900413657395,0.445572139357751,0.12428904914207269,0.9997594645675132,0.7164576423870856,0.6319136673640324
0.5,16,49,0.8896234220202793,0.4756903077425567,0.1257377243903028,0.9990583239606545,0.7248065186166692,0.6429832593460926
0.5,16,50,0.9007486533533936,0.523305835956562,0.03534196938481422,0.999879956639282,0.695407053334908,0.630936693733792
0.5,16,51,0.9039379166057977,0.5197134506345885,0.1425147785720966,0.9996367896362809,0.7183000267937932,0.6568205924485113
0.5,16,52,0.8935337553296344,0.5038465441971409,0.15065071926513354,0.9999282743250442,0.7171755797537184,0.6530269745741343
0.5,16,53,0.8854728462807914,0.45556208411008314,0.13783153305837526,0.9999121211791129,0.7254693842403271,0.640849593773738
0.5,16,54,0.8697140518287086,0.42901900881763183,0.04023650503287647,0.9997749209227946,0.7124046027014538,0.6102298178606931
0.5,16,55,0.9111332190511108,0.5564779390299508,0.03365253675567488,0.9999352489247779,0.7213867814537204,0.644517145043047
0.5,16,56,0.8752465423469614,0.4487467746745997,0.19136060942444846,0.9993947437302919,0.7249113591743986,0.6479320058701401
0.5,16,57,0.8913032916445917,0.5005665844529025,0.10621081424204647,0.9994143520988117,0.7179711440591432,0.6430932372994991
0.5,16,58,0.8844931527080597,0.4702085618691173,0.11116803540267059,0.999755642996367,0.713296074561746,0.6357842935075922
0.5,16,59,0.9000711791429249,0.5110212767400278,0.07094184282757994,0.9992689409839461,0.7051038317838317,0.6372814142956622
0.5,16,60,0.8879702474262097,0.48057910536226367,0.11723171086038936,0.9993469840467124,0.6927633818087048,0.635578285900856
0.5,16,61,0.8804646481185265,0.45531353987960693,0.20259571609042787,0.9999288297004253,0.7127500245449424,0.6502105516667859
0.5,16,62,0.8816761859701263,0.4623494189441875,0.15048730716088793,0.9997659012048881,0.7069558193331216,0.6402469265226423
0.5,16,63,0.9012108493679138,0.5196388711052267,0.07550640466580186,0.9999938935019137,0.708435767192782,0.6409571571667276
0.5,16,64,0.8696671176963826,0.4284399042388295,0.0699754652433898,0.9998384829478535,0.7237563434001331,0.6183354627053177
0.5,16,65,0.8809618713749762,0.4582417360916018,0.22711529667039723,0.9998895300754655,0.6941336743514274,0.6520684217127737
0.5,16,66,0.8935985016585618,0.49775618692740514,0.07181934197874924,0.9999676147234962,0.7043364285110858,0.6334956147598596
0.5,16,67,0.8802411018033833,0.45519421625646744,0.12370453207582474,0.9999126907184164,0.7237151464976658,0.6365535374703516
0.5,16,68,0.8804829092487529,0.4635713346281864,0.08813566909049256,0.9993955126603795,0.7033969339894435,0.626996471923451
0.5,16,69,0.8727947180707071,0.4358524670749272,0.21518270049634194,0.9992981681915457,0.716339953692083,0.6478936015051211
0.5,16,70,0.9008677831445477,0.5060094359818736,0.018291087645885776,0.999993969369779,0.7100561276437716,0.6270436807571715
0.5,16,71,0.8614013968271274,0.41124045921861585,0.18424054339896156,0.9994484049143976,0.7240467531483289,0.6360755115014862
0.5,16,72,0.895474988079832,0.49393656544396675,0.12726606667139828,0.9999584805761965,0.6934916321315929,0.6420255465805973
0.5,16,73,0.8860672701037677,0.4840963959873959,0.06526587298288875,0.9999846892945689,0.7100445449691545,0.6290917546675552
0.5,16,74,0.8999035878425488,0.5163914999989334,0.06367035465930279,0.9999703463852567,0.7472505874400499,0.6454372752652183
0.5,16,75,0.8927959415538367,0.4914409819305463,0.16519471697776908,0.9999693425573539,0.7260078111594636,0.6550817588357939
0.5,16,76,0.8814949312633744,0.4583682608362634,0.07388506154679354,0.999711466490745,0.7095641115979759,0.6246047663470305
0.5,16,77,0.9001474575903953,0.502851773811311,0.13123031747725955,0.9995538006701657,0.7063538051997833,0.6480274309497831
0.5,16,78,0.8727616803855203,0.43630790463869684,0.06940627124607937,0.9993985444641862,0.7202030016483648,0.6196154804765696
0.5,16,79,0.8863866165059299,0.45007842176477175,0.03996710395274177,0.9998559443351066,0.6857330798616341,0.6124042332840368
0.5,16,80,0.8863935834037016,0.48184823096225676,0.01831445899035135,0.9965933666910063,0.7100577812472118,0.6186414842589056
0.5,16,81,0.9071397130406442,0.5271816169142942,0.053297485059821945,0.999957618628039,0.7217902549149271,0.6418733377115453
0.5,16,82,0.8887171759066778,0.49157590081683344,0.11151734983710106,0.999757544133339,0.7139256124351918,0.6410987166258286
0.5,16,83,0.8817961987770608,0.4588995070625244,0.15006696642687084,0.9994044112886747,0.7076383671200871,0.6395610901350436
0.5,16,84,0.8831368474103265,0.46892818417536525,0.050132587714500874,0.9994327159432412,0.6972866778061482,0.6197834026099165
0.5,16,85,0.8899636436854472,0.47863645801573995,0.0683401405279584,0.9999796723694669,0.7332750041611037,0.6340389837519433
0.5,16,86,0.8912153035090764,0.4804411784380299,0.02974387277033423,0.9999866398452426,0.713727516231082,0.623022902158753
0.5,16,87,0.871625842101535,0.44163010900804267,0.07632685106670271,0.9976268297263982,0.6968499099330737,0.6168119083671505
