network_size,actual_nodes,connectivity,trial,wave_type,has_wave_comprehensive,wave_speed_comprehensive,has_wave_simple,wave_speed_simple,mean_rotation_angle,mean_rotation_velocity,rotation_quality,circularity,wave_rotation_correspondence
500,16,4,15,3,False,34.72887505797381,True,25.877495964409917,0.0,17.4,0.47817464281517874,0.0,0.19588693327733106
500,16,4,16,0,False,29.653665211845034,True,109.10159115341115,180.0,15.6,0.4594602102370384,0.0,0.7498027113247343
500,16,4,17,1,False,20.891464371568105,True,73.40892673366722,0.0,18.6,0.45409680959299026,0.0,0.5956914038597558
500,16,4,18,2,False,8.64935758500238,True,7.866291539224145,180.0,27.6,0.4735243946387302,0.0,0.5564074394103373
500,16,4,19,3,False,11.045254515542048,True,9.376295080942937,0.0,14.4,0.4779180171523085,0.0,0.21129048499496925
500,16,4,20,0,False,30.18794128305647,True,48.13721164130621,0.0,19.8,0.5101145889587522,0.0,0.41710884148261557
500,16,4,21,1,False,51.24890162379245,True,90.11614688849346,180.0,19.2,0.4906537033676688,0.0,0.6487252698429418
500,16,4,22,2,False,12.26820909515516,True,8.486292780970983,180.0,7.2,0.48081759404351787,0.0,0.08200106927260609
500,16,4,23,3,False,14.527974619299364,True,7.713818942083453,180.0,18.0,0.4577199633154091,0.0,0.40002541361299293
500,16,4,24,0,False,21.744449040291354,True,38.926795813279696,0.0,17.4,0.4536084387614647,0.0,0.3821768219268437
500,16,4,25,1,False,25.181840021491325,True,49.61007586340101,180.0,1.2,0.44446711477626444,0.0,0.9527652742234138
500,16,4,26,2,False,8.802592115156088,True,73.5480583036719,180.0,7.2,0.4653592494526322,0.0,0.8216675384821315
500,16,4,27,3,False,10.661255567672912,True,10.479511144392742,0.0,13.8,0.48448684690060784,0.0,0.13676094365517885
