trial,wave_type,rotation_angle,has_wave,wave_speed,n_nodes,n_modes,timesteps
0,0,,False,0.0,4900,800,5000
1,1,11809.25,False,0.0,4900,800,5000
2,2,17447.17578125,False,0.0,4900,800,5000
3,3,19538.001953125,True,1.8247394561767578,4900,800,5000
4,0,,False,0.0,4900,800,5000
5,1,,False,0.0,4900,800,5000
6,2,14622.98828125,False,0.0,4900,800,5000
7,3,22003.705078125,True,1.8247394561767578,4900,800,5000
8,0,,False,0.0,4900,800,5000
9,1,,False,0.0,4900,800,5000
10,2,18488.25390625,False,0.0,4900,800,5000
11,3,15123.94921875,True,1.8247394561767578,4900,800,5000
12,0,,False,0.0,4900,800,5000
13,1,11073.771484375,False,0.0,4900,800,5000
14,2,17690.3828125,False,0.0,4900,800,5000
15,3,20230.779296875,True,1.8247394561767578,4900,800,5000
16,0,,False,0.0,4900,800,5000
17,1,21022.095703125,False,0.0,4900,800,5000
18,2,15769.9990234375,False,0.0,4900,800,5000
19,3,15630.1240234375,True,1.8247394561767578,4900,800,5000
20,0,,False,0.0,4900,800,5000
21,1,19594.669921875,False,0.0,4900,800,5000
22,2,18333.986328125,False,0.0,4900,800,5000
23,3,20800.171875,True,1.8247394561767578,4900,800,5000
24,0,,False,0.0,4900,800,5000
25,1,,False,0.0,4900,800,5000
26,2,21313.49609375,False,0.0,4900,800,5000
27,3,11402.13671875,True,1.8247394561767578,4900,800,5000
28,0,,False,0.0,4900,800,5000
29,1,13661.8359375,False,0.0,4900,800,5000
30,2,20279.205078125,False,0.0,4900,800,5000
31,3,13499.8828125,True,1.8247394561767578,4900,800,5000
32,0,,False,0.0,4900,800,5000
33,1,16057.5517578125,False,0.0,4900,800,5000
34,2,17770.3515625,False,0.0,4900,800,5000
35,3,15609.1201171875,True,1.8247394561767578,4900,800,5000
36,0,,False,0.0,4900,800,5000
37,1,,False,0.0,4900,800,5000
38,2,20855.087890625,False,0.0,4900,800,5000
39,3,13757.5263671875,True,1.8247394561767578,4900,800,5000
40,0,,False,0.0,4900,800,5000
41,1,,False,0.0,4900,800,5000
42,2,13982.51953125,False,0.0,4900,800,5000
43,3,16362.951171875,True,1.8247394561767578,4900,800,5000
44,0,,False,0.0,4900,800,5000
45,1,,False,0.0,4900,800,5000
46,2,18906.46484375,False,0.0,4900,800,5000
47,3,13075.6669921875,True,1.8247394561767578,4900,800,5000
48,0,,False,0.0,4900,800,5000
49,1,,False,0.0,4900,800,5000
50,2,13929.193359375,False,0.0,4900,800,5000
51,3,15395.0205078125,True,1.8247394561767578,4900,800,5000
52,0,,False,0.0,4900,800,5000
53,1,17222.423828125,False,0.0,4900,800,5000
54,2,26597.73828125,False,0.0,4900,800,5000
55,3,11858.41796875,True,1.8247394561767578,4900,800,5000
56,0,,False,0.0,4900,800,5000
57,1,17924.591796875,False,0.0,4900,800,5000
58,2,25849.427734375,False,0.0,4900,800,5000
59,3,19440.970703125,True,1.8247394561767578,4900,800,5000
60,0,,False,0.0,4900,800,5000
61,1,18842.443359375,False,0.0,4900,800,5000
62,2,15317.1982421875,False,0.0,4900,800,5000
63,3,14441.96875,True,1.8247394561767578,4900,800,5000
64,0,,False,0.0,4900,800,5000
65,1,17125.90625,False,0.0,4900,800,5000
66,2,15265.7236328125,False,0.0,4900,800,5000
67,3,21093.89453125,True,1.8247394561767578,4900,800,5000
68,0,,False,0.0,4900,800,5000
69,1,14648.3994140625,False,0.0,4900,800,5000
70,2,17279.146484375,False,0.0,4900,800,5000
71,3,20175.251953125,True,1.8247394561767578,4900,800,5000
72,0,,False,0.0,4900,800,5000
73,1,,False,0.0,4900,800,5000
74,2,14674.1923828125,False,0.0,4900,800,5000
75,3,21049.365234375,True,1.8247394561767578,4900,800,5000
76,0,,False,0.0,4900,800,5000
77,1,,False,0.0,4900,800,5000
78,2,18103.744140625,False,0.0,4900,800,5000
79,3,15182.8955078125,True,1.8247394561767578,4900,800,5000
80,0,,False,0.0,4900,800,5000
81,1,12001.05078125,False,0.0,4900,800,5000
82,2,18216.58984375,False,0.0,4900,800,5000
83,3,14625.6240234375,True,1.8247394561767578,4900,800,5000
84,0,,False,0.0,4900,800,5000
85,1,,False,0.0,4900,800,5000
86,2,17997.74609375,False,0.0,4900,800,5000
87,3,23565.92578125,True,1.8247394561767578,4900,800,5000
88,0,,False,0.0,4900,800,5000
89,1,21407.86328125,False,0.0,4900,800,5000
90,2,18859.095703125,False,0.0,4900,800,5000
91,3,18422.677734375,True,1.8247394561767578,4900,800,5000
92,0,,False,0.0,4900,800,5000
93,1,12612.916015625,False,0.0,4900,800,5000
94,2,14554.7001953125,False,0.0,4900,800,5000
95,3,15654.537109375,True,1.8247394561767578,4900,800,5000
96,0,,False,0.0,4900,800,5000
97,1,15898.8984375,False,0.0,4900,800,5000
98,2,15032.2900390625,False,0.0,4900,800,5000
99,3,18528.04296875,True,1.8247394561767578,4900,800,5000
100,0,,False,0.0,4900,800,5000
101,1,17084.015625,False,0.0,4900,800,5000
102,2,16141.0908203125,False,0.0,4900,800,5000
103,3,13861.6552734375,True,1.8247394561767578,4900,800,5000
104,0,,False,0.0,4900,800,5000
105,1,13994.7890625,False,0.0,4900,800,5000
106,2,17608.474609375,False,0.0,4900,800,5000
107,3,17812.384765625,True,1.8247394561767578,4900,800,5000
108,0,,False,0.0,4900,800,5000
109,1,13419.4326171875,False,0.0,4900,800,5000
110,2,15706.59765625,False,0.0,4900,800,5000
111,3,17371.34765625,True,1.8247394561767578,4900,800,5000
112,0,,False,0.0,4900,800,5000
113,1,,False,0.0,4900,800,5000
114,2,18018.44140625,False,0.0,4900,800,5000
115,3,15798.5,True,1.8247394561767578,4900,800,5000
116,0,,False,0.0,4900,800,5000
117,1,14327.251953125,False,0.0,4900,800,5000
118,2,17229.3984375,False,0.0,4900,800,5000
119,3,12393.310546875,True,1.8247394561767578,4900,800,5000
120,0,,False,0.0,4900,800,5000
121,1,13650.8349609375,False,0.0,4900,800,5000
122,2,14887.8486328125,False,0.0,4900,800,5000
123,3,17032.931640625,True,1.8247394561767578,4900,800,5000
124,0,,False,0.0,4900,800,5000
125,1,17108.123046875,False,0.0,4900,800,5000
126,2,18871.58203125,False,0.0,4900,800,5000
127,3,16823.994140625,True,1.8247394561767578,4900,800,5000
128,0,,False,0.0,4900,800,5000
129,1,,False,0.0,4900,800,5000
